30/03/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 30/03 SUPERMERCADO SU;103080;-27,56
30/03/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 30/03 STMARCHE ANALIA;574380;-12,09
30/03/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 30/03 KAPALUA RESTAUR;412180;-25,29
30/03/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 30/03 DROGARIA SAO PA;171880;-18,97
31/03/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 31/03 ESFIHA NOVO MUN;12480;-20
01/04/2016 ;Saúde;10;DEBITO AUTOM EMPRESAS CONVENIADAS ESC. BIO PAULI;0;-96,35
01/04/2016 ;Roupas;8;DEBITO VISA ELECTRON BRASIL 01/04 LOJAS RENNER FL;590480;-29,9
01/04/2016 ;Outras despesas;6;JUROS SALDO UTILIZ ATE LIMITE PERIODO: 01/03 A 31/03/16;0;-27,46
01/04/2016 ;Outras despesas;6;IOF IMPOSTO OPERACOES FINANCEIRAS PERIODO: 01/03 A 31/03/16;0;-0,41
01/04/2016 ;Outras despesas;6;IOF ADICIONAL - AUTOMATICO PERIODO: 01/03 A 31/03/16;0;-2,79
04/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 03/04 GOODFELLAS BAR;205680;-17
04/04/2016 ;Outras despesas;6;SAQUE NO ATM INTERAGENCIA;500154;-30
04/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 03/04 SABOR MATE;251580;-15
04/04/2016 ;Celular;2;RECARGA TELEFONE CELULAR IB 11 *****6651 TIM BRASI;0;-20
05/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 05/04 POSTO RENOVACAO;113780;-50
06/04/2016 ;Salário;9;PAGAMENTO A FORNECEDORES CNPJ 057978850000186;10406;3.108,84
06/04/2016 ;Cartão de crédito;12;PAGAMENTO CARTAO CREDITO BCE 06/04 12:31 CARTAO VISA;123122;-853,28
06/04/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 06/04 DROGARIA VIVER;165480;-7
07/04/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 07/04 LAVOISIER V CAR;590180;-10,5
07/04/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 07/04 DROGARIA SAO PA;322580;-96,65
08/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 08/04 SUPERMERCADO SU;451480;-8,59
11/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 09/04 MANIFESTO BAR;212280;-40,65
11/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 09/04 AUTO POSTO FORC;11680;-9
11/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 09/04 BURGERS BEERS G;11280;-47,65
11/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 10/04 SERV AUT PEDROD;120280;-3
11/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 10/04 PERTO METRO SAO;114580;-30
11/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 10/04 SABOR MATE;124880;-15
11/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 11/04 AUTO POSTO RENO;511080;-50
11/04/2016 ;Outras despesas;6;PGTO TITULO OUTRO BCO - INTERNET CONSELHO REGIONAL DE ENGE;101126;-118,23
12/04/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 12/04 DROGARIA SAO PA;64480;-131,04
15/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 15/04 PADARIA DELICIA;40280;-9,5
15/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 15/04 POSTO RENOVACAO;294780;-52
18/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 16/04 MANIFESTO BAR;455480;-54,29
18/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 16/04 SUPERRCADO GARO;275680;-23,4
18/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 17/04 VIOLETA RESTAUR;363580;-32
18/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 18/04 NOVA GRILL;410980;-29,49
18/04/2016 ;Moradia;5;SAQUE NO ATM INTERAGENCIA;503975;-250
18/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 18/04 CARREFOUR TTE 4;401080;-36,95
19/04/2016 ;Celular;2;RECARGA TELEFONE CELULAR IB 11 *****6651 TIM BRASI;0;-20
20/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 20/04 DIVINA COMIDA;182080;-13
22/04/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 22/04 AUTO POSTO RENO;220280;-50
22/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 22/04 KI DELICIA;574780;-8
22/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 22/04 PADARIA DELICIA;391680;-23,6
22/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 22/04 STMARCHE ANALIA;423280;-13,39
25/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 23/04 MORANGO COM ACA;283280;-11
25/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 23/04 ESPACO SOM PROD;81080;-10
25/04/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 23/04 ESPACO SOM PROD;144380;-2
25/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 24/04 A POSTO FORCA M;32580;-16,29
25/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 24/04 SUPERRCADO GARO;322180;-19,16
25/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 25/04 NOVA GRILL;362280;-21,49
26/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 26/04 GRAO EXPRESSO P;361580;-11,5
26/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 26/04 MC DONALDS.TATU;105780;-6
27/04/2016 ;Outras despesas;6;TAR EXTR CONSOLIDADO INTELIGENTE 25/04/2016;0;-5,8
27/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 27/04 PANETTERIA DELI;334580;-9,7
27/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 27/04 PADARIA DELICIA;243180;-14,8
28/04/2016 ;Moradia;5;DEBITO AUT. CONTA AGUA E ESGOTO SABESP;0;-28,9
28/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 28/04 PADARIA DELICIA;434080;-7,15
28/04/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 28/04 DIVINA COMIDA;405580;-16
28/04/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 28/04 SUPERMERCADO JO;21880;-9,75
02/05/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 30/04 POSTO RENOVACAO;584380;-50
02/05/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 01/05 VIOLETA PIZZARI;13180;-15
02/05/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 01/05 MANIFESTO BAR;255280;-36,25
02/05/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 01/05 PERTO METRO SAO;121780;-20
02/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 01/05 DOMINIO LANCHES;363380;-6,3
02/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 01/05 BAR E CAFE MONA;563180;-36,3
02/05/2016 ;Saúde;10;DEBITO VISA ELECTRON BRASIL 01/05 DROGA RAIA F66;381180;-32,9
02/05/2016 ;Saúde;10;DEBITO AUTOM EMPRESAS CONVENIADAS ESC. BIO PAULI;0;-79,9
02/05/2016 ;Outras despesas;6;IOF IMPOSTO OPERACOES FINANCEIRAS PERIODO: 01/04 A 30/04/16;0;-0,28
02/05/2016 ;Outras despesas;6;IOF ADICIONAL - AUTOMATICO PERIODO: 01/04 A 30/04/16;0;-1,09
03/05/2016 ;Lazer;4;DEBITO VISA ELECTRON BRASIL 03/05 758 . CINEMARK;60180;-52
03/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 03/05 SAES TUCURUVI;571680;-13
04/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 04/05 KI DELICIA;361080;-8
05/05/2016 ;Transporte;11;DEBITO VISA ELECTRON BRASIL 05/05 AUTO POSTO RENO;202380;-50
05/05/2016 ;Celular;2;RECARGA TELEFONE CELULAR IB 11 *****6651 TIM BRASI;0;-20
06/05/2016 ;Salário;9;PAGAMENTO A FORNECEDORES CNPJ 057978850000186;10506;3.341,97
09/05/2016 ;Cartão de crédito;12;PAGAMENTO CARTAO CREDITO BCE 06/05 23:30 CARTAO VISA;233003;-469,42
09/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 07/05 PASTEIS MATSUO;390180;-10
09/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 07/05 ANGELA DELDUCAS;394080;-6
09/05/2016 ;Alimentação;1;DEBITO VISA ELECTRON BRASIL 07/05 PADARIA DELICIA;485780;-2,52
09/05/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 07/05 STMARCHE ANALIA;524380;-39,77
09/05/2016 ;Outras despesas;6;DEBITO VISA ELECTRON BRASIL 07/05 SUPERRCADO GARO;133680;-14,39
09/05/2016 ;Lazer;4;SAQUE NO BANCO 24 HORAS;754492;-50
09/05/2016 ;Outras despesas;6;SAQUE NO BANCO 24 HORAS;532492;-160
09/05/2016 ;Outras despesas;6;PAGAMENTO DE MULTA TRANSITO CANAIS INTERNET PM SAO PAULO MUL;0;-68,1
